Date,Open,High,Low,Close,Volume
2018-11-20,0.3700,0.3700,0.3700,0.3700,0
2018-11-19,0.3700,0.3700,0.3700,0.3700,0
2018-11-16,0.3700,0.3700,0.3700,0.3700,0
2018-11-15,0.3700,0.3700,0.3700,0.3700,0
2018-11-14,0.3700,0.3700,0.3700,0.3700,0
2018-11-13,0.3700,0.3700,0.3700,0.3700,0
2018-11-12,0.3700,0.3700,0.3700,0.3700,0
2018-11-09,0.3700,0.3700,0.3700,0.3700,0
2018-11-08,0.3700,0.3700,0.3700,0.3700,0
2018-11-07,0.4104,0.4104,0.3700,0.3700,1000
2018-11-06,0.3700,0.3700,0.3700,0.3700,3
2018-11-05,0.3700,0.3700,0.3700,0.3700,0
2018-11-02,0.3700,0.3700,0.3700,0.3700,0
2018-11-01,0.3700,0.3700,0.3700,0.3700,0
2018-10-31,0.3700,0.3700,0.3700,0.3700,0
2018-10-30,0.3700,0.3700,0.3700,0.3700,0
2018-10-29,0.3700,0.3700,0.3700,0.3700,156
2018-10-26,0.3700,0.3700,0.3700,0.3700,0
2018-10-25,0.3700,0.3700,0.3700,0.3700,1000
2018-10-24,0.4750,0.4750,0.4750,0.4750,0
2018-10-23,0.4750,0.4750,0.4750,0.4750,0
2018-10-22,0.4750,0.4750,0.4750,0.4750,0
2018-10-19,0.4750,0.4750,0.4750,0.4750,0
2018-10-18,0.4750,0.4750,0.4750,0.4750,0
2018-10-17,0.4750,0.4750,0.4750,0.4750,0
2018-10-16,0.4750,0.4750,0.4750,0.4750,0
2018-10-15,0.4750,0.4750,0.4750,0.4750,50
2018-10-12,0.4750,0.4750,0.4750,0.4750,20
2018-10-11,0.4750,0.4750,0.4750,0.4750,0
2018-10-10,0.4750,0.4750,0.4750,0.4750,0
2018-10-09,0.3600,0.4750,0.3600,0.4750,583
2018-10-08,0.5900,0.5900,0.5900,0.5900,0
2018-10-05,0.3500,0.5900,0.3500,0.5900,300
2018-10-04,0.4500,0.4500,0.4500,0.4500,0
2018-10-03,0.4500,0.4500,0.4500,0.4500,0
2018-10-02,0.4500,0.4500,0.4500,0.4500,0
2018-10-01,0.4500,0.4500,0.4500,0.4500,0
2018-09-28,0.4500,0.4500,0.4500,0.4500,0
2018-09-27,0.4300,0.4500,0.4300,0.4500,10145
2018-09-26,0.4800,0.4800,0.3500,0.4500,6300
2018-09-25,0.4500,0.4500,0.4500,0.4500,18
2018-09-24,0.4500,0.4500,0.4500,0.4500,0
2018-09-21,0.4500,0.4500,0.4500,0.4500,0
2018-09-20,0.4500,0.4500,0.4500,0.4500,0
2018-09-19,0.4500,0.4500,0.4500,0.4500,0
2018-09-18,0.4500,0.4500,0.4500,0.4500,0
2018-09-17,0.4500,0.4500,0.4500,0.4500,100
2018-09-14,0.5100,0.5100,0.5100,0.5100,0
2018-09-13,0.5100,0.5100,0.5100,0.5100,25
2018-09-12,0.5100,0.5100,0.5100,0.5100,0
2018-09-11,0.5100,0.5100,0.5100,0.5100,0
2018-09-10,0.5100,0.5100,0.5100,0.5100,0
2018-09-07,0.5100,0.5100,0.5100,0.5100,0
2018-09-06,0.5100,0.5100,0.5100,0.5100,0
2018-09-05,0.5100,0.5100,0.5100,0.5100,1000
2018-09-04,0.4000,0.4000,0.4000,0.4000,0
2018-08-31,0.3600,0.6500,0.3600,0.4000,24094
2018-08-30,0.4545,0.4545,0.3800,0.4500,12103
2018-08-29,0.4500,0.4500,0.4500,0.4500,0
2018-08-28,0.4500,0.4500,0.4500,0.4500,0
2018-08-27,0.4500,0.4500,0.4500,0.4500,0
2018-08-24,0.4500,0.4500,0.4500,0.4500,0
2018-08-23,0.4500,0.4500,0.4500,0.4500,0
2018-08-22,0.4500,0.4500,0.4500,0.4500,0
2018-08-21,0.4500,0.4500,0.4500,0.4500,0
2018-08-20,0.4500,0.4500,0.4500,0.4500,0
2018-08-17,0.4500,0.4500,0.4500,0.4500,0
2018-08-16,0.4500,0.4500,0.4500,0.4500,0
2018-08-15,0.4500,0.4500,0.4500,0.4500,0
2018-08-14,0.4500,0.4500,0.4500,0.4500,0
2018-08-13,0.4500,0.4500,0.4500,0.4500,0
2018-08-10,0.4500,0.4500,0.4500,0.4500,0
2018-08-09,0.4500,0.4500,0.4500,0.4500,0
2018-08-08,0.4500,0.4500,0.4500,0.4500,0
2018-08-07,0.4500,0.4500,0.4500,0.4500,1500
2018-08-06,0.4500,0.4500,0.4500,0.4500,0
2018-08-03,0.4500,0.4500,0.4500,0.4500,0
2018-08-02,0.4500,0.4500,0.4500,0.4500,0
2018-08-01,0.4500,0.4500,0.4500,0.4500,0
2018-07-31,0.4500,0.4500,0.4500,0.4500,0
2018-07-30,0.4500,0.4500,0.4500,0.4500,0
2018-07-27,0.4500,0.4500,0.4500,0.4500,500
2018-07-26,0.4500,0.4500,0.4500,0.4500,100
2018-07-25,0.5000,0.5000,0.5000,0.5000,0
2018-07-24,0.5000,0.5000,0.5000,0.5000,0
2018-07-23,0.5000,0.5000,0.5000,0.5000,400
2018-07-20,0.4250,0.4250,0.4250,0.4250,334
2018-07-19,0.4300,0.7400,0.4300,0.7400,700
2018-07-18,0.4250,0.5825,0.4250,0.5825,672
2018-07-17,0.5900,0.5900,0.5900,0.5900,0
2018-07-16,0.5900,0.5900,0.5900,0.5900,0
2018-07-13,0.5900,0.5900,0.5900,0.5900,0
2018-07-12,0.5900,0.5900,0.5900,0.5900,0
2018-07-11,0.5900,0.5900,0.5900,0.5900,0
2018-07-10,0.5900,0.5900,0.5900,0.5900,0
2018-07-09,0.4600,0.5900,0.4600,0.5900,500
2018-07-06,0.7400,0.7400,0.7400,0.7400,0
2018-07-05,0.7400,0.7400,0.7400,0.7400,0
2018-07-03,0.7400,0.7400,0.7400,0.7400,0
2018-07-02,0.4600,0.7400,0.4600,0.7400,450
2018-06-29,0.7400,0.7400,0.7400,0.7400,0
2018-06-28,0.7400,0.7400,0.7400,0.7400,0
2018-06-27,0.4700,0.7400,0.4700,0.7400,1500
2018-06-26,0.5500,0.5500,0.5500,0.5500,0
2018-06-25,0.4700,0.5500,0.4700,0.5500,1400
2018-06-22,0.6900,0.6900,0.6900,0.6900,0
2018-06-21,0.6900,0.6900,0.6900,0.6900,0
2018-06-20,0.6900,0.6900,0.6900,0.6900,0
2018-06-19,0.6900,0.6900,0.6900,0.6900,0
2018-06-18,0.6900,0.6900,0.6900,0.6900,0
2018-06-15,0.6900,0.6900,0.6900,0.6900,0
2018-06-14,0.6900,0.6900,0.6900,0.6900,0
2018-06-13,0.6900,0.6900,0.6900,0.6900,0
2018-06-12,0.6900,0.6900,0.6900,0.6900,0
2018-06-11,0.6250,0.6900,0.6250,0.6900,2000
2018-06-08,0.5300,0.5300,0.5300,0.5300,335
2018-06-07,0.7480,0.7480,0.7480,0.7480,0
2018-06-06,0.7500,0.7500,0.7500,0.7500,300
2018-06-05,0.5700,0.5700,0.5700,0.5700,0
2018-06-04,0.5500,0.5700,0.5500,0.5700,2400
2018-06-01,0.4600,0.4600,0.4600,0.4600,0
2018-05-31,0.4600,0.4600,0.4600,0.4600,0
2018-05-30,0.4850,0.4850,0.4600,0.4600,4266
2018-05-29,0.7500,0.7500,0.7500,0.7500,0
2018-05-25,0.4800,0.7500,0.4800,0.7500,866
2018-05-24,0.4800,0.4800,0.4800,0.4800,4341
2018-05-23,0.4600,0.4600,0.4600,0.4600,750
2018-05-22,0.8000,0.8000,0.8000,0.8000,0
2018-05-21,0.8000,0.8000,0.8000,0.8000,0
2018-05-18,0.8000,0.8000,0.8000,0.8000,0
2018-05-17,0.8000,0.8000,0.8000,0.8000,200
2018-05-16,0.8000,0.8000,0.8000,0.8000,300
2018-05-15,0.7000,0.7000,0.7000,0.7000,0
2018-05-14,0.5500,0.7000,0.4500,0.7000,12690
2018-05-11,0.8000,0.8000,0.8000,0.8000,0
2018-05-10,0.8000,0.8000,0.8000,0.8000,0
2018-05-09,0.8000,0.8000,0.8000,0.8000,100
2018-05-08,0.6000,0.6000,0.6000,0.6000,300
2018-05-07,0.7650,0.7650,0.7650,0.7650,0
2018-05-04,0.7650,0.7650,0.7650,0.7650,138
2018-05-03,0.5510,0.8000,0.5510,0.8000,1700
2018-05-02,0.7980,0.7980,0.7980,0.7980,50
2018-05-01,0.7980,0.7980,0.7980,0.7980,0
2018-04-30,0.7980,0.7980,0.7980,0.7980,0
2018-04-27,0.7980,0.7980,0.7980,0.7980,0
2018-04-26,0.7980,0.7980,0.7980,0.7980,0
2018-04-25,0.7980,0.7980,0.7980,0.7980,0
2018-04-24,0.7980,0.7980,0.7980,0.7980,0
2018-04-23,0.7980,0.7980,0.7980,0.7980,0
2018-04-20,0.7980,0.7980,0.7980,0.7980,2
2018-04-19,0.7980,0.7980,0.7980,0.7980,0
2018-04-18,0.7980,0.7980,0.7980,0.7980,0
2018-04-17,0.7980,0.7980,0.7980,0.7980,0
2018-04-16,0.8000,0.8000,0.8000,0.8000,100
2018-04-13,0.7500,0.7500,0.7500,0.7500,0
2018-04-12,0.7500,0.7500,0.7500,0.7500,0
2018-04-11,0.7400,0.7500,0.5200,0.7500,1300
2018-04-10,0.8400,0.8400,0.8400,0.8400,0
2018-04-09,0.8400,0.8400,0.8400,0.8400,0
2018-04-06,0.8400,0.8400,0.8400,0.8400,0
2018-04-05,0.8400,0.8400,0.8400,0.8400,0
2018-04-04,0.8400,0.8400,0.8400,0.8400,0
2018-04-03,0.8400,0.8400,0.8400,0.8400,0
2018-04-02,0.8400,0.8400,0.8400,0.8400,500
2018-03-29,0.8500,0.8500,0.8500,0.8500,0
2018-03-28,0.8500,0.8500,0.8500,0.8500,0
2018-03-27,0.6000,0.8500,0.6000,0.8500,15100
2018-03-26,0.8500,0.8500,0.8500,0.8500,0
2018-03-23,0.8500,0.8500,0.8500,0.8500,0
2018-03-22,0.8500,0.8500,0.8500,0.8500,0
2018-03-21,0.8500,0.8500,0.8500,0.8500,0
2018-03-20,0.8500,0.8500,0.8500,0.8500,0
2018-03-19,0.8500,0.8500,0.8500,0.8500,0
2018-03-16,0.8500,0.8500,0.8500,0.8500,0
2018-03-15,0.8500,0.8500,0.8250,0.8500,3190
2018-03-14,0.5600,0.5600,0.5600,0.5600,0
2018-03-13,0.5600,0.5600,0.5600,0.5600,20000
2018-03-12,0.5500,0.8300,0.5500,0.6000,22150
2018-03-09,0.5200,0.5200,0.5200,0.5200,500
2018-03-08,0.6000,0.6000,0.6000,0.6000,0
2018-03-07,0.6000,0.6000,0.6000,0.6000,0
2018-03-06,0.5810,0.8500,0.5800,0.6000,31100
2018-03-05,0.5800,0.5800,0.5800,0.5800,20000
2018-03-02,0.5200,0.5200,0.5200,0.5200,639
2018-03-01,0.5200,0.5200,0.5200,0.5200,300
2018-02-28,0.6000,0.6000,0.5800,0.5800,3300
2018-02-27,0.8500,0.8500,0.8500,0.8500,0
2018-02-26,0.8500,0.8500,0.8500,0.8500,0
2018-02-23,0.8500,0.8500,0.8500,0.8500,0
2018-02-22,0.8500,0.8500,0.8500,0.8500,0
2018-02-21,0.8500,0.8500,0.8500,0.8500,0
2018-02-20,0.8500,0.8500,0.8500,0.8500,264
2018-02-16,0.8500,0.8500,0.8500,0.8500,5
2018-02-15,0.8500,0.8500,0.8500,0.8500,0
2018-02-14,0.8500,0.8500,0.6000,0.8500,2900
2018-02-13,0.9500,0.9500,0.9500,0.9500,134
2018-02-12,0.7800,0.9900,0.7800,0.9900,1500
2018-02-09,0.6000,0.7000,0.6000,0.7000,6090
2018-02-08,0.5500,0.5500,0.5500,0.5500,0
2018-02-07,0.5600,0.5845,0.5500,0.5500,5710
2018-02-06,0.7000,0.7000,0.7000,0.7000,0
2018-02-05,0.7000,0.7000,0.7000,0.7000,50
2018-02-02,0.7000,0.7000,0.7000,0.7000,0
2018-02-01,0.7000,0.7000,0.7000,0.7000,0
2018-01-31,0.6000,0.7000,0.6000,0.7000,10000
2018-01-30,0.5700,0.5700,0.5700,0.5700,0
2018-01-29,0.5700,0.5700,0.5700,0.5700,0
2018-01-26,0.6000,0.6000,0.5700,0.5700,3920
2018-01-25,0.6100,0.6100,0.6100,0.6100,0
2018-01-24,0.6600,0.6600,0.6100,0.6100,6930
2018-01-23,0.6677,0.6677,0.6677,0.6677,250
2018-01-22,0.7000,0.7000,0.7000,0.7000,0
2018-01-19,0.7524,0.7524,0.6908,0.7000,1500
2018-01-18,0.6600,0.6600,0.6600,0.6600,0
2018-01-17,0.6600,0.6600,0.6600,0.6600,0
2018-01-16,0.6600,0.6600,0.6600,0.6600,0
2018-01-12,0.6600,0.6600,0.6600,0.6600,500
2018-01-11,0.7200,0.7201,0.6600,0.6600,14921
2018-01-10,0.8201,0.8201,0.8201,0.8201,615
2018-01-09,0.7200,0.7200,0.7200,0.7200,0
2018-01-08,0.7200,0.7200,0.7200,0.7200,351
2018-01-05,0.7000,0.7200,0.7000,0.7200,19707
2018-01-04,0.7600,0.7600,0.7600,0.7600,0
2018-01-03,0.7278,0.7600,0.7278,0.7600,1750
2018-01-02,0.7586,0.7586,0.7586,0.7586,250
2017-12-29,0.6150,0.6150,0.6150,0.6150,200
2017-12-28,0.7400,0.7400,0.7400,0.7400,0
2017-12-27,0.7400,0.7400,0.7400,0.7400,0
2017-12-26,0.7500,0.7500,0.7400,0.7400,2266
2017-12-22,0.7500,0.7500,0.7500,0.7500,163
2017-12-21,0.7017,0.7017,0.7017,0.7017,0
2017-12-20,0.7017,0.7017,0.7017,0.7017,46
2017-12-19,0.7017,0.7017,0.7017,0.7017,240
2017-12-18,0.7086,0.7086,0.7086,0.7086,100
2017-12-15,0.6856,0.6856,0.6856,0.6856,0
2017-12-14,0.5000,0.6856,0.5000,0.6856,282
2017-12-13,0.7000,0.7000,0.7000,0.7000,0
2017-12-12,0.7000,0.7000,0.7000,0.7000,2000
2017-12-11,0.5500,0.6000,0.5500,0.6000,11400
2017-12-08,0.6000,0.6000,0.6000,0.6000,2
2017-12-07,0.6000,0.6000,0.6000,0.6000,1000
2017-12-06,0.4900,0.6000,0.4900,0.6000,8800
2017-12-05,0.4762,0.4762,0.4762,0.4762,0
2017-12-04,0.4900,0.4900,0.4762,0.4762,440
2017-12-01,0.4600,0.4600,0.4600,0.4600,0
2017-11-29,0.4600,0.4600,0.4600,0.4600,1005
2017-11-28,0.4854,0.4900,0.4854,0.4900,6120
2017-11-27,0.5000,0.5000,0.5000,0.5000,0
2017-11-24,0.5000,0.5000,0.5000,0.5000,0
2017-11-22,0.5000,0.5000,0.5000,0.5000,650
2017-11-21,0.5000,0.5000,0.5000,0.5000,0
2017-11-20,0.5000,0.5000,0.5000,0.5000,0
2017-11-17,0.5000,0.5000,0.5000,0.5000,0
2017-11-15,0.5000,0.5000,0.5000,0.5000,2000
2017-11-14,0.5000,0.5000,0.5000,0.5000,0
2017-11-13,0.5100,0.5100,0.5000,0.5000,7500
2017-11-10,0.5100,0.5100,0.5100,0.5100,0
2017-11-09,0.5100,0.5100,0.5100,0.5100,100
2017-11-08,0.5100,0.5100,0.5100,0.5100,102
2017-11-07,0.5100,0.5100,0.5100,0.5100,250
2017-11-06,0.5200,0.5200,0.5200,0.5200,0
2017-11-03,0.5200,0.5200,0.5200,0.5200,0
2017-11-02,0.5200,0.5200,0.5200,0.5200,0
2017-11-01,0.5200,0.5200,0.5200,0.5200,0
2017-10-31,0.5200,0.5200,0.5200,0.5200,5200
2017-10-30,0.5200,0.5200,0.5200,0.5200,0
2017-10-27,0.5200,0.5200,0.5200,0.5200,0
2017-10-26,0.5200,0.5200,0.5200,0.5200,0
2017-10-25,0.5200,0.5200,0.5200,0.5200,0
2017-10-24,0.5200,0.5200,0.5200,0.5200,0
2017-10-23,0.5200,0.5200,0.5200,0.5200,0
2017-10-20,0.5200,0.5200,0.5200,0.5200,0
2017-10-19,0.5200,0.5200,0.5200,0.5200,2500
2017-10-18,0.5200,0.5200,0.5200,0.5200,2900
2017-10-17,0.5200,0.5200,0.5200,0.5200,0
2017-10-16,0.5200,0.5200,0.5200,0.5200,0
2017-10-13,0.5200,0.5200,0.5200,0.5200,0
2017-10-12,0.5200,0.5200,0.5200,0.5200,0
2017-10-11,0.5200,0.5200,0.5200,0.5200,1000
2017-10-10,0.5200,0.5200,0.5200,0.5200,0
2017-10-09,0.5200,0.5200,0.5200,0.5200,0
2017-10-06,0.5200,0.5200,0.5200,0.5200,0
2017-10-05,0.5200,0.5200,0.5200,0.5200,0
2017-10-04,0.5200,0.5200,0.5200,0.5200,0
2017-10-03,0.5200,0.5200,0.5200,0.5200,801
2017-10-02,0.5200,0.5200,0.5200,0.5200,200
2017-09-29,0.5100,0.5100,0.5100,0.5100,0
2017-09-28,0.5100,0.5100,0.5100,0.5100,0
2017-09-27,0.5100,0.5100,0.5100,0.5100,0
2017-09-26,0.5100,0.5100,0.5100,0.5100,0
2017-09-25,0.5100,0.5100,0.5100,0.5100,0
2017-09-22,0.5100,0.5100,0.5100,0.5100,0
2017-09-21,0.5100,0.5100,0.5100,0.5100,0
2017-09-20,0.5100,0.5100,0.5100,0.5100,0
2017-09-19,0.5100,0.5100,0.5100,0.5100,0
2017-09-18,0.5100,0.5100,0.5100,0.5100,200
2017-09-15,0.5100,0.5100,0.5100,0.5100,0
2017-09-14,0.5100,0.5100,0.5100,0.5100,100
2017-09-13,0.5500,0.5500,0.5500,0.5500,0
2017-09-12,0.5500,0.5500,0.5500,0.5500,2700
2017-09-11,0.5500,0.5500,0.5500,0.5500,0
2017-09-08,0.5000,0.5500,0.5000,0.5500,1800
2017-09-07,0.4900,0.4900,0.4900,0.4900,1400
2017-09-06,0.4300,0.4300,0.4300,0.4300,0
2017-09-05,0.5250,0.5250,0.4250,0.4250,7744
2017-08-31,0.6000,0.6000,0.6000,0.6000,0
2017-08-30,0.6000,0.6000,0.6000,0.6000,0
2017-08-29,0.5400,0.6000,0.5400,0.6000,3520
2017-08-28,0.6700,0.6700,0.6700,0.6700,0
2017-08-25,0.6700,0.6700,0.6700,0.6700,0
2017-08-24,0.6300,0.7000,0.6300,0.6700,3744
2017-08-23,0.8000,0.8000,0.8000,0.8000,0
2017-08-22,0.8000,0.8000,0.8000,0.8000,27
2017-08-21,0.8500,0.8500,0.8000,0.8000,1450
2017-08-18,0.6300,0.6300,0.6300,0.6300,0
2017-08-17,0.6300,0.6300,0.6300,0.6300,0
2017-08-16,0.8000,0.8000,0.6300,0.6300,2107
2017-08-15,0.6500,0.9900,0.6300,0.9900,6163
2017-08-14,0.5700,0.8000,0.5700,0.8000,13533
2017-08-11,0.5489,0.5750,0.5489,0.5750,7124
2017-08-10,0.5700,0.5700,0.5700,0.5700,0
2017-08-09,0.4800,0.5700,0.4800,0.5700,6060
2017-08-08,0.4800,0.4800,0.4800,0.4800,5000
2017-08-07,0.3500,0.5700,0.3500,0.4400,31924
2017-08-04,0.3100,0.3100,0.3100,0.3100,0
2017-08-03,0.3100,0.3100,0.3100,0.3100,0
2017-08-02,0.3100,0.3100,0.3100,0.3100,276
2017-08-01,0.3500,0.3500,0.3500,0.3500,0
2017-07-31,0.3100,0.3500,0.3100,0.3500,406
2017-07-28,0.3500,0.3500,0.3500,0.3500,0
2017-07-27,0.3500,0.3500,0.3500,0.3500,0
2017-07-26,0.3100,0.3500,0.3100,0.3500,2700
2017-07-25,0.3100,0.3300,0.3100,0.3300,3200
2017-07-24,0.3500,0.3500,0.3500,0.3500,0
2017-07-21,0.3500,0.3500,0.3500,0.3500,0
2017-07-20,0.3500,0.3500,0.3500,0.3500,0
2017-07-19,0.3300,0.3500,0.3300,0.3500,7137
2017-07-18,0.3550,0.3900,0.3100,0.3400,6584
2017-07-17,0.3900,0.3900,0.3900,0.3900,400
2017-07-14,0.3900,0.3900,0.3900,0.3900,0
2017-07-13,0.3900,0.3900,0.3900,0.3900,0
2017-07-12,0.3900,0.3900,0.3900,0.3900,0
2017-07-11,0.3600,0.3900,0.3600,0.3900,338
2017-07-10,0.3900,0.3900,0.3900,0.3900,0
2017-07-07,0.3900,0.3900,0.3900,0.3900,0
2017-07-06,0.3900,0.3900,0.3900,0.3900,0
2017-07-05,0.3900,0.3900,0.3900,0.3900,0
2017-07-03,0.3900,0.3900,0.3900,0.3900,0
2017-06-30,0.3900,0.3900,0.3900,0.3900,0
2017-06-29,0.3900,0.3900,0.3900,0.3900,0
2017-06-28,0.3600,0.3900,0.3600,0.3900,1325
2017-06-27,0.3900,0.3900,0.3900,0.3900,0
2017-06-26,0.3900,0.3900,0.3900,0.3900,0
2017-06-23,0.3900,0.3900,0.3900,0.3900,445
2017-06-22,0.4400,0.4400,0.4400,0.4400,0
2017-06-21,0.4405,0.4405,0.4405,0.4405,0
2017-06-20,0.4400,0.4400,0.4400,0.4400,0
2017-06-19,0.4405,0.4405,0.4405,0.4405,0
2017-06-16,0.4405,0.4405,0.4405,0.4405,0
2017-06-15,0.4405,0.4405,0.4405,0.4405,0
2017-06-14,0.4405,0.4405,0.4405,0.4405,0
2017-06-13,0.4000,0.4405,0.4000,0.4405,6700
2017-06-12,0.4200,0.4200,0.4200,0.4200,400
2017-06-09,0.4400,0.4500,0.4400,0.4500,4324
2017-06-08,0.4400,0.4400,0.4400,0.4400,82
2017-06-07,0.4200,0.4500,0.4200,0.4400,2519
2017-06-06,0.4500,0.4500,0.3800,0.4500,8000
2017-06-05,0.4300,0.4300,0.4300,0.4300,0
2017-06-02,0.3800,0.4300,0.3800,0.4300,1425
2017-06-01,0.4300,0.4300,0.4300,0.4300,0
2017-05-31,0.4300,0.4300,0.4300,0.4300,250
2017-05-30,0.4500,0.4500,0.4500,0.4500,27
2017-05-26,0.4300,0.4500,0.4300,0.4500,1750
2017-05-25,0.4300,0.4300,0.4300,0.4300,500
2017-05-24,0.4400,0.4400,0.4400,0.4400,0
2017-05-23,0.4400,0.4400,0.4400,0.4400,0
2017-05-22,0.4000,0.4400,0.3600,0.4400,5200
